time,ia,ib,ic,Tlevel,PClimit,action
0,5.394492120443111,5.6122684147224895,5.595932023819454,1.0,3,A2
1,11.13773805626061,11.247276314785879,10.62090309347173,1.0,2,A2
2,13.034072049402242,13.076958543232475,13.279286388691016,1.0,3,A2
3,5.229285161663532,5.280389555275962,5.2130686144533245,0.6980293962739332,5,A2
4,13.528224797496437,14.214572505463396,14.21725634833998,0.9723473848755406,4,A2
5,6.374851382457822,6.945043538214793,7.07994793943678,1.0,3,A2
6,11.910044302631835,11.44886847666666,11.201206893366031,1.0,5,A2
7,19.08792160829936,19.42897683050941,19.087512467681044,0.6595615995853277,3,A2
8,11.138041440401842,10.695414434746752,11.113884116646442,1.0,3,A2
9,15.73762618554164,15.77309143521876,15.914512666348084,0.7000282855465962,3,A2
10,15.97979238765783,16.083963845383252,15.863195631984581,1.0,4,A2
11,16.340100126744787,16.493803391845464,16.440080602554943,0.7632899393039789,1,A2
12,9.93474036963022,9.969952799806707,10.163386912518018,1.0,4,A2
13,4.883081230052166,4.947510477003944,4.885861362056703,0.6853938274333922,3,A2
14,16.166826053739577,15.915694493163134,15.536955492424031,1.0,4,A2
15,14.604997891391005,14.909544512015156,14.088270782457542,1.0,5,A2
16,13.213273834272464,13.771839026228399,12.796363723057029,0.6889404077462563,3,A6
17,13.433120921602203,7.993757024225216,8.4029664262993,1.0,1,A12
18,11.527486983819355,5.362512757403824,5.427545276520869,0.8598821883581805,1,A12
19,18.287773361197885,18.3937663343549,18.076682904128173,0.25626549174873103,2,A6
20,6.189158467143424,17.817227640828186,17.894773351801664,1.0,1,A12
21,8.86035975381524,9.088494934352177,8.974144248005766,1.0,3,A1
22,17.960537124929907,17.551806325295214,17.39398101707433,0.984395106031938,4,A1
23,17.331603342590224,17.526072999085077,11.971663789400678,1.0,4,A8
24,6.284410975182137,1.662255892728688,1.6633735510285508,1.0,1,A12
25,17.886508397439435,13.965153949433189,14.729885225475876,0.341815400690051,1,A15
26,2.2199423239572793,2.2997498588514054,11.712150040377514,1.0,4,A8
27,17.585231432340546,2.324448559655159,17.54003202567414,1.0,3,A14
28,16.32584233733857,16.130425836349982,16.011484502041817,1.0,4,A1
29,2.4576388807152405,8.973600105594493,8.971148770266229,0.8280236214440854,5,A12
30,13.447079191374334,13.495260042610655,11.810089538364927,0.6083095872487532,1,A8
