time,ia,ib,ic,Tlevel,PClimit,action
0,10.83740059585513,10.488640511703242,11.661962949936946,1.0,4,A6
1,4.44329397504216,3.859553390867669,4.759078304201143,0.624168772755166,2,A6
2,17.591924244271663,8.270203637293541,8.182362830240207,1.0,4,A12
3,19.341152012732493,4.303947923925373,4.7758523951157645,1.0,3,A12
4,9.538683647052936,11.536759201710668,10.805604405300084,1.0,4,A12
5,5.351238661054191,12.992105773836517,12.897398339543454,0.7275668048244281,1,A12
6,13.87015533945692,3.2891737958638756,3.3446018927623373,1.0,1,A12
7,6.339630176034168,0.9093823170596134,0.9296790113476883,1.0,1,A12
8,13.109381027196669,8.852678631165634,8.910506181337825,1.0,1,A12
9,12.147048079058663,7.716141288030505,7.91028643294127,0.9889295988353378,4,A12
10,12.929665550308687,13.040668836677861,13.327401541817297,0.8508389581362323,3,A1
11,0.6229263104568328,0.6668020991212509,0.6059911646149558,1.0,1,A1
12,6.921132718533284,6.963177141752149,6.449259436584671,1.0,5,A1
13,1.4229226258642251,1.1668065042977869,1.282862829787474,1.0,4,A1
14,13.252829215070241,13.436819849370075,13.15769454581889,0.8721106530489174,5,A1
15,4.747070337569449,4.2525940069597805,4.178745281506797,0.9530785951813437,1,A1
16,12.193518005554271,12.259348660028104,12.579516971312945,0.5254413902322563,5,A1
17,7.750454314432275,6.766718263582673,6.838431550148285,1.0,5,A1
18,11.620364665775337,11.311896765020604,10.71057305279057,1.0,3,A1
19,15.806097027170495,16.443793473329084,15.86669467780627,0.8372569205026941,4,A1
20,12.304547961092352,11.730175025787458,12.422831315149585,1.0,3,A1
21,6.462600889525191,6.593541650826694,7.271778324072384,0.9832229840922435,5,A1
22,19.804723577173775,8.234004756930538,19.58604249606337,0.9138204563336332,2,A14
23,16.817786762233233,3.736954668210155,16.56376690704286,0.8402812821971323,1,A14
24,2.163620340163719,1.6905211214406735,1.71011414089149,1.0,1,A1
25,8.529507194325278,8.090596738583365,8.102459397834467,1.0,5,A1
26,3.6250776122020523,3.813538889036465,4.5261139657296106,1.0,4,A1
27,17.466174359190813,2.9437996305677916,2.996303905118165,1.0,3,A12
28,6.611736954680048,6.905701895082485,6.380971532940709,0.8949030910357825,1,A1
29,6.253993785455929,1.6184102628573038,1.4910707840922988,0.8644703857961568,2,A12
30,10.439341421182304,10.371219409786965,7.864309814543658,0.9097914628294571,4,A8
