time,x,y,action
0.0,-1.794756306244789,2.2441240891815397,A12
40.5,5.427882342091271,-3.620134801029917,A12
81.0,2.8488600510829514,5.813748195472259,A12
81.1,-4.766666154671784,0.25290624192427125,A4
83.5,-1.334396188505444,-6.0,A4
86.0,1.8247952824496734,-2.9068980132853848,A4
86.1,5.407042049526302,-6.0,A5
91.0,2.911453929653778,-0.7891115936928568,A5
96.0,-5.762940361657908,1.6888915968828186,A5
96.1,5.567168411381887,5.407655931093101,A6
97.0,2.5444617823306483,2.841583016467178,A6
98.0,-4.958852151566873,-0.6108613379802836,A6
98.1,5.237328911079853,-2.4269709255164145,A15
98.5,-3.7420127806806733,4.597358327311863,A15
99.0,-3.4147834641232624,0.2821878795896495,A15
99.1,5.5409908099302925,4.386163534567569,A16
99.5,-3.7529939379037214,-2.5164113598227984,A16
100.0,-1.923981468361756,1.5708796926301734,A16
