time,x,y,action
0.0,1.532398571997725,1.8817576857540042,A7
32.0,2.0,2.0,A7
64.0,1.3597008060473845,1.0726617465658124,A7
64.01,-1.7091478328632046,-1.4395883156788467,A3
68.5,0.5345460467532854,0.32475396533228595,A3
73.0,1.5695528146370905,1.314628252546949,A3
73.01,2.0,1.8667276128472652,A4
80.5,2.0,1.573640077404772,A4
88.0,2.0,1.5325330333367422,A4
88.01,1.443861655164984,1.0399067580815935,A13
89.0,1.8921881466979635,1.5926084231098243,A13
90.0,2.0,2.0,A13
90.01,1.1704302860118534,1.003182756089577,A1
91.0,1.9292309227799804,1.0249879680827367,A1
92.0,2.0,1.2996421917068826,A1
92.01,-1.606797362158737,-1.5161045070310872,A3
92.5,0.004971847384565464,0.3608501937924551,A3
93.0,1.265345069609102,0.8386500148360629,A3
93.01,1.3979779149866882,1.2227877191083465,A7
93.5,2.0,2.0,A7
94.0,1.2961332784280222,1.5150257157488505,A7
94.01,1.7069931799108284,1.3778070362201098,A4
95.0,1.7057511317372231,1.1449993803456358,A4
96.0,1.605337077666283,1.0477715487767787,A4
96.01,-2.0,-2.0,A2
96.5,-1.3335823142020173,-2.0,A2
97.0,-1.132113977342598,-2.0,A2
97.01,0.5521748047519364,1.8902145641342245,A6
97.5,-1.2200109644361,-1.2013064907666813,A6
98.0,-1.9479786058577573,-1.9482731949498926,A6
98.01,-2.0,-2.0,A8
98.5,-1.5628633243833163,-1.30733455454969,A8
99.0,-2.0,-2.0,A8
99.01,-1.433817841841617,-1.4567313977541083,A10
99.5,-1.606792358069415,-1.7631432583443676,A10
100.0,-1.3523988663642321,-1.3484928896823978,A10
