time,xin,TL,BL,reset,ic,T,action
0.0,0.321336072027977,-4.942681520162048,-4.996399999678848,1,9.188001841289479,0.1,A10
1.5,0.04722518873587922,-4.942681520162048,-4.996399999678848,1,9.188001841289479,0.1,A10
3.0,-0.0247732627392796,-4.942681520162048,-4.996399999678848,1,9.188001841289479,0.1,A10
3.01,-0.6167189403832718,-4.038601126034926,-4.974871741353315,0,-6.2965619235180625,0.1,A17
5.5,0.008083455334906064,-4.038601126034926,-4.974871741353315,0,-6.2965619235180625,0.1,A17
8.0,0.19974214612292251,-4.038601126034926,-4.974871741353315,0,-6.2965619235180625,0.1,A17
8.01,0.8673650775119941,5.4397388382989025,5.735572763009692,1,-3.519167520444202,0.1,A16
12.0,-0.787336712407861,5.4397388382989025,5.735572763009692,1,-3.519167520444202,0.1,A16
16.0,0.9407495469005492,5.4397388382989025,5.735572763009692,1,-3.519167520444202,0.1,A16
16.01,-1.0,-2.7541899101343503,2.5956196413197947,0,-1.91064474952482,0.1,A19
18.0,0.42422968472990275,-2.7541899101343503,2.5956196413197947,0,-1.91064474952482,0.1,A19
20.0,-0.42236264275929236,-2.7541899101343503,2.5956196413197947,0,-1.91064474952482,0.1,A19
