time,xin,TL,BL,reset,ic,T,action
0.0,-0.4279096443203281,9.755712288779513,-6.81700468784711,0,0.34948077932068244,0.1,A19
3.0,0.6343204240026885,9.755712288779513,-6.81700468784711,0,0.34948077932068244,0.1,A19
6.0,-0.8797676729747124,9.755712288779513,-6.81700468784711,0,0.34948077932068244,0.1,A19
6.01,-0.23068421007254236,5.388275644005498,-7.029125906234793,1,2.593789297240532,0.1,A1
8.5,0.05958943235891945,5.388275644005498,-7.029125906234793,1,2.593789297240532,0.1,A1
11.0,0.2034663809718984,5.388275644005498,-7.029125906234793,1,2.593789297240532,0.1,A1
11.01,0.7717738370350813,0.644409240790754,-9.241648834965561,0,6.4306788027379405,0.1,A20
14.0,-0.8382435274035214,0.644409240790754,-9.241648834965561,0,6.4306788027379405,0.1,A20
17.0,-0.5246723852422677,0.644409240790754,-9.241648834965561,0,6.4306788027379405,0.1,A20
17.01,-0.46479261244104664,4.450959442885736,7.873619923704599,0,-2.9938820844956915,0.1,A19
18.5,-0.23676893513117192,4.450959442885736,7.873619923704599,0,-2.9938820844956915,0.1,A19
20.0,-1.0,4.450959442885736,7.873619923704599,0,-2.9938820844956915,0.1,A19
