time,xin,TL,BL,reset,ic,T,action
0.0,-0.5922100518941511,7.688497448126105,4.122944657304624,1,-2.540424471709308,0.1,A8
1.0,-0.9191154853931283,7.688497448126105,4.122944657304624,1,-2.540424471709308,0.1,A8
2.0,0.872835683570534,7.688497448126105,4.122944657304624,1,-2.540424471709308,0.1,A8
2.01,-0.6380518736560061,4.272151539015409,-7.526467912180169,0,0.9306138303003042,0.1,A19
3.5,0.6102366638811838,4.272151539015409,-7.526467912180169,0,0.9306138303003042,0.1,A19
5.0,-0.8780893674182104,4.272151539015409,-7.526467912180169,0,0.9306138303003042,0.1,A19
5.01,-0.5453264985600352,-6.023877827818886,-7.960011452048854,1,-0.9618400755843748,0.1,A9
6.5,0.25973718095476817,-6.023877827818886,-7.960011452048854,1,-0.9618400755843748,0.1,A9
8.0,0.3171108177994068,-6.023877827818886,-7.960011452048854,1,-0.9618400755843748,0.1,A9
8.01,0.6451377465193235,-4.558729806615293,-0.2015407824380837,0,-4.184482589624425,0.1,A18
10.5,0.5090667590792952,-4.558729806615293,-0.2015407824380837,0,-4.184482589624425,0.1,A18
13.0,0.3505446288814249,-4.558729806615293,-0.2015407824380837,0,-4.184482589624425,0.1,A18
13.01,-1.0,4.943733171475859,3.6407847756516496,0,-7.254900626323597,0.1,A17
14.5,-0.8580427424312721,4.943733171475859,3.6407847756516496,0,-7.254900626323597,0.1,A17
16.0,0.9642731298936886,4.943733171475859,3.6407847756516496,0,-7.254900626323597,0.1,A17
16.01,0.786848734143204,-2.180341713547711,-4.220069401212621,1,7.881490977536657,0.1,A12
16.5,-0.1273951507152138,-2.180341713547711,-4.220069401212621,1,7.881490977536657,0.1,A12
17.0,0.8139705718079611,-2.180341713547711,-4.220069401212621,1,7.881490977536657,0.1,A12
17.01,-0.8565554837171929,-8.760940246161155,-3.750097159714805,0,-2.8421473085225335,0.1,A17
17.5,0.3446202621255523,-8.760940246161155,-3.750097159714805,0,-2.8421473085225335,0.1,A17
18.0,0.9669978477424974,-8.760940246161155,-3.750097159714805,0,-2.8421473085225335,0.1,A17
18.01,1.0,8.962256805539598,2.6062584804341054,1,-0.9408747789413915,0.1,A6
18.5,0.4243522663527326,8.962256805539598,2.6062584804341054,1,-0.9408747789413915,0.1,A6
19.0,-0.8723097823888428,8.962256805539598,2.6062584804341054,1,-0.9408747789413915,0.1,A6
19.01,-0.06450682920987605,3.2722208747975685,-8.134278375872032,0,-9.69574345225074,0.1,A19
19.5,0.6318034978154687,3.2722208747975685,-8.134278375872032,0,-9.69574345225074,0.1,A19
20.0,-0.3943361707403734,3.2722208747975685,-8.134278375872032,0,-9.69574345225074,0.1,A19
