time,xin,TL,BL,reset,ic,T,action
0.0,-0.35677989493339135,-9.471701050345585,-7.140367930289289,1,-7.710768846901768,0.1,A13
1.0,0.1402613487475497,-9.471701050345585,-7.140367930289289,1,-7.710768846901768,0.1,A13
2.0,0.9140988119639051,-9.471701050345585,-7.140367930289289,1,-7.710768846901768,0.1,A13
2.01,0.968000269742231,-4.694062330319875,-1.2215989888002898,0,2.4628128426731974,0.1,A18
5.5,0.7461984862666287,-4.694062330319875,-1.2215989888002898,0,2.4628128426731974,0.1,A18
9.0,-0.17772390645738567,-4.694062330319875,-1.2215989888002898,0,2.4628128426731974,0.1,A18
9.01,1.0,4.794799782241537,-1.4220435790264325,0,2.3767490503363895,0.1,A18
12.5,0.3356263402147792,4.794799782241537,-1.4220435790264325,0,2.3767490503363895,0.1,A18
16.0,-1.0,4.794799782241537,-1.4220435790264325,0,2.3767490503363895,0.1,A18
16.01,-0.03529126236204183,5.120407396120939,-0.41297429758667903,1,-7.751072844081797,0.1,A5
16.5,0.34048697142090667,5.120407396120939,-0.41297429758667903,1,-7.751072844081797,0.1,A5
17.0,0.6704883777894661,5.120407396120939,-0.41297429758667903,1,-7.751072844081797,0.1,A5
17.01,0.7794606899648227,4.316236462957889,-6.5500699395108875,1,-4.881692875142891,0.1,A2
18.0,0.559703140056542,4.316236462957889,-6.5500699395108875,1,-4.881692875142891,0.1,A2
19.0,-0.17743492076604728,4.316236462957889,-6.5500699395108875,1,-4.881692875142891,0.1,A2
19.01,-0.5286550111573289,4.365334917652001,-6.6722231936645455,0,2.660363969164992,0.1,A17
19.5,-0.4872597106327895,4.365334917652001,-6.6722231936645455,0,2.660363969164992,0.1,A17
20.0,0.804968368856887,4.365334917652001,-6.6722231936645455,0,2.660363969164992,0.1,A17
