time,ia,ib,ic,Tlevel,PClimit,action
0,0.9255475122692078,0.9168332041108049,11.942245036919282,1.0,1,A8
1,17.748761838318906,17.90623046403401,10.335606535444173,1.0,4,A8
2,13.693781573967401,13.904852561286017,7.740234446046905,1.0,5,A8
3,10.784203429822,10.807336280892732,4.391879072305773,1.0,5,A8
4,3.2454493506557136,3.1906044013678914,16.65470059305798,1.0,1,A8
5,16.786663406397157,16.545908882481246,5.9848778563511225,0.9767213618134445,3,A8
6,7.979144208216285,8.089331575350334,12.431601120721608,1.0,1,A8
7,5.817618636111809,5.679559652766734,8.237792910620584,1.0,5,A8
8,6.875787006523002,6.975567097479869,17.61047133871875,1.0,2,A8
9,5.071029464596932,5.046285808941673,10.985638519332364,0.9569501771140861,3,A8
10,11.66875670967926,11.73456383792079,15.791325539517588,0.45687974721718294,1,A8
11,5.426032346749727,5.4416886393279285,0.30150860026926685,0.9023529248443504,3,A8
12,6.390300620071817,6.6021337999177,2.1106061924488895,0.9900920081039808,4,A8
13,7.4391021556856245,7.41888278949467,11.271998824482573,1.0,3,A8
14,11.631003467630405,11.655513356306175,17.502357543645815,1.0,2,A8
15,18.415281385156312,18.35585060356279,4.9628941510032725,0.7382148404703365,3,A8
16,1.078379175649511,0.45941714692542934,19.658297688460497,0.9674947484525888,2,A8
17,3.0776644514584204,3.09175731063986,5.209886317877132,1.0,2,A8
18,8.292279210625004,8.162546068792471,13.825485068061516,1.0,1,A8
19,16.965471659593145,16.893091540348866,9.701478672850271,0.7277411160195671,3,A8
20,1.1202771288192603,11.418874071523408,15.35007719276895,0.020300049507680162,3,A15
21,10.081123411309322,18.837176139751634,1.2569635925491718,0.09577393310838156,2,A15
22,8.961578650835415,9.100369584366566,4.4156532295668764,1.0,1,A8
23,19.943160421623006,0.0,9.8945094465949,0.062280274695805105,3,A15
24,2.160946562576822,11.562805824449613,9.05116369017552,0.0867281563215917,3,A15
25,9.948353360098203,12.186358415340633,12.04514506431124,0.7941128735446809,3,A12
26,3.5512088157374677,19.83189145191438,14.478768917605313,0.7982469082748055,1,A15
27,16.12818201763226,3.8890264741296687,3.837415769303938,1.0,2,A12
28,3.9339853009966785,19.866583296589766,0.9829354793670464,0.4458628191897862,4,A15
29,16.707472050803354,7.987676293014301,16.885499449689917,1.0,2,A14
30,12.686768142945956,18.36405305920985,19.311036478270648,0.4535674855348455,2,A15
