time,ia,ib,ic,PClimit,Tlevel
0,18,18,18,5,0.8
1,18,18,18,5,0.8
2,18,18,18,5,0.8
3,18,18,18,5,0.8
4,18,18,18,5,0.8
5,18,18,18,5,0.8
6,18,18,18,5,0.8
7,18,18,18,5,0.8
8,18,18,18,5,0.8
9,18,18,18,5,0.8
10,18,18,18,5,0.8
11,18,18,18,5,0.8
12,18,18,18,5,0.8
13,18,18,18,5,0.8
14,18,18,18,5,0.8
15,18,18,18,5,0.8
16,18,18,18,5,0.8
17,18,18,18,5,0.8
18,18,18,18,5,0.8
19,18,18,18,5,0.8
20,18,18,18,5,0.8
21,18,18,18,5,0.8
22,18,18,18,5,0.8
23,18,18,18,5,0.8
24,18,18,18,5,0.8
25,18,18,18,5,0.8
26,18,18,18,5,0.8
27,18,18,18,5,0.8
28,18,18,18,5,0.8
29,18,18,18,5,0.8
